course_code,course_name,course_desc
MANE-6500,Non-newtonian Fluid Mech,"Flow of non-Newtonian fluids such as polymeric liquids, granular mixtures, etc. Flow phenomena and material functions. Integral and differential constitutive equations for generalized Newtonian, linear viscoelastic, and ordered fluids."
MANE-6510,Theory Of Potential Flow,
MANE-6520,Fluid Mechanics,"An introductory graduate course in fluid mechanics. Topics include: continuum hypothesis; perfect gas and departures from perfect gas; vectors and tensors; conservation laws for a continuum: mass momentum and energy; constitutive theory for fluids; viscosity and molecular transport; compressible Navier-Stokes equations; kinematics of the flow field: vorticity, streamlines; incompressible Navier-Stokes equations and their applications: Poiseuille flow, low Reynolds number flows, flows at large Reynolds number, boundary layers, external flows: flow stability and introduction to the theory of turbulence."
MANE-6530,Turbulence,"Navier-Stokes equations, linear stability, vorticity and its origin, transition in wall-bounded and free-shear flows, statistics and Reynolds averaging, homogeneous turbulence, coherent structures, laboratory methods for study of turbulence, including turbulence measurements and turbulence modeling."
MANE-6540,Advanced Thermodynamics,"General principles and applications of equilibrium thermodynamics. Second law analysis of energy systems. Thermodynamic relations, equations of state, properties of single and multiphase systems. Elementary statistical thermodynamics. Fundamentals of nonequilibrium thermodynamics."
MANE-6550,Theory Of Compress. Flow,General equations of compressible flow. Specialization to inviscid flows in two space dimensions. Linearized solutions in subsonic and supersonic flow. Characteristic equations for supersonic flow with applications in external and internal flow. One-dimensional nonsteady compressible flow. Introduction to transonic flow.
MANE-6560,Incompressible Flow,"Graduate fluid mechanics course on classical and modern approaches to hydrodynamics. Topics cover three areas, (1) surface waves, (2) flow instability, and (3) vortex dynamics. Wave topics include linear dispersive and nondispersive waves, weakly nonlinear waves, and viscous effects, with special attention to surface tension phenomena. Flow instabilities include gravitational, capillary, thermal, centrifugal, and viscous instabilities. Topics in vortex dynamics include vortex laws and flow invariants, generation and decay of vorticity, and vortex-boundary interaction."
MANE-6570,Aerodynamic Flow Control,"This is a graduate level course. It aims to provide students with the familiarity of traditional and modern flow control techniques. It also introduces the students to the subject of laminar-to-turbulent transition and flow separation using hydrodynamic stability analysis, which is a crucial component in design and implementation of intelligent flow control strategies."
MANE-6600,Systems Analysis Techniques,"Methods of analysis for continuous and discrete-time linear systems. Convolution, classical solution of dynamic equations, transforms and matrices are reviewed. Emphasis is on the concept of state space. Linear spaces, concept of state, modes, controllability, observability, state transition matrix. State variable feedback, compensation, decoupling."
MANE-6610,Nonlinear Control Systems,"Phenomena peculiar to nonlinear systems. Linearization, iteration, and perturbation procedures. Describing function stability analysis. Phase plane methods. Relaxation oscillations and limit cycles. Stability analysis by Lyapunov’s method. Popov’s theorem. Adaptive control systems. Sensitivity analysis."
MANE-6620,Optimal Control Theory,"The concepts, techniques, and tools related to optimal control for dynamical systems. Major topics include calculus of variation, minimum principle, dynamic programming, optimal estimation, and differential games. Both discrete time systems and continuous times are addressed. Particular consideration is given to linear time invariant systems in terms of linear quadratic regulator and Kalman filter."
MANE-6630,Conduction Heat Transfer,"An introduction to the mathematics of conduction heat transfer. Applications of results illustrated by examples from furnace design, cooling of electric components, building design, heat exchanger design."
